taxonID,Rank,name,genus,species
wfo-0001303267,variety,subalpina,Armeria,majellensis
wfo-0001303108,variety,typicum,Acantholimon,glumaceum
wfo-0001304028,variety,angustata,Statice,brasiliensis
wfo-0001304316,variety,grandiflora,Statice,plantaginea
wfo-0001304095,variety,laevis,Statice,ebracteata
wfo-0001304233,variety,sinuata,Statice,macrophylla
wfo-0001304300,variety,incompta,Statice,pectinata
wfo-0001304214,variety,minor,Statice,limonium
wfo-0001304386,variety,integrifolia,Statice,sinuata
wfo-0001304303,variety,capillifolia,Statice,pinifolia
wfo-0001303562,variety,glabrescens,Limonium,cumanum
wfo-0001304346,variety,genuina,Statice,purpurata
wfo-0001303721,variety,trichogonum,Limonium,nashii
wfo-0001304260,variety,acutifolia,Statice,minuta
wfo-0001303390,variety,denticulata,Armeria,vulgaris
wfo-0001304141,variety,steiroclada,Statice,gmelini
wfo-0001304177,variety,coccinea,Statice,incana
wfo-0001303145,variety,pubescens,Acantholimon,roseum
wfo-0001303069,variety,creticum,Acantholimon,androsaceum
wfo-0001304126,variety,major,Statice,globulariaefolia
wfo-0001303116,variety,huetii,Acantholimon,huetii
wfo-0001304445,variety,majuscula,Statice,vulgaris
wfo-0001303413,variety,gorczakovskyi,Goniolimon,callicomum
wfo-0001304311,variety,barbata,Statice,plantaginea
wfo-0001303432,variety,graminifolium,Goniolimon,tataricum
wfo-0001303226,variety,alba,Armeria,cephalotes
wfo-0001303498,variety,bellidifolium,Limonium,bellidifolium
wfo-0001304434,variety,delilei,Statice,tremolsii
wfo-0001303292,variety,albi,Armeria,maritima
wfo-0001303397,variety,plantaginea,Armeria,vulgaris
wfo-0001303106,variety,breviscapum,Acantholimon,glumaceum
wfo-0001304315,variety,gigantea,Statice,plantaginea
wfo-0001304423,variety,flora-alba,Statice,superba
wfo-0001304441,variety,tenia,Statice,virgata
wfo-0001304269,variety,sommieriana,Statice,minuta
wfo-0001304130,variety,major,Statice,globulariifolia
wfo-0001304356,variety,hirtula,Statice,salsuginosa
wfo-0001303522,variety,coombense,Limonium,britannicum
wfo-0001304404,variety,typica,Statice,speciosa
wfo-0001303636,variety,typicum,Limonium,gummiferum
wfo-0001303239,variety,seticaulis,Armeria,duriaei
wfo-0001303066,variety,subsessile,Acantholimon,alatavicum
wfo-0001304195,variety,scapis-filiformibus,Statice,leptostachya
wfo-0001303355,variety,sampaioi,Armeria,pseudarmeria
wfo-0001303752,variety,pectinatum,Limonium,pectinatum
wfo-0001304250,variety,pubigera,Statice,maritima
wfo-0001304301,variety,solandri,Statice,pectinata
wfo-0001304323,variety,splendens,Statice,plantaginea
wfo-0001304295,variety,paniculata,Statice,ovalifolia
wfo-0001303751,variety,incomptum,Limonium,pectinatum
wfo-0001304127,variety,minor,Statice,globulariaefolia
wfo-0001303969,variety,matritensis,Statice,alliacea
wfo-0001304018,variety,prostrata,Statice,bellidifolia
wfo-0001303325,variety,grandiflora,Armeria,plantaginea
wfo-0001303654,variety,rossmaessleri,Limonium,insigne
wfo-0001303558,variety,maior,Limonium,cosyrense
wfo-0001304084,variety,pygmaea,Statice,dictyoclada
wfo-0001303744,variety,papillatum,Limonium,papillatum
wfo-0001304179,variety,hybrida-nana,Statice,incana
wfo-0001304309,variety,alba,Statice,plantaginea
wfo-0001304217,variety,scanica,Statice,limonium
wfo-0001304145,variety,lilacina,Statice,gmelinii
wfo-0001303854,variety,emarginatum,Limonium,spathulatum
wfo-0001303581,variety,leptostachys,Limonium,delicatulum
wfo-0001303620,variety,multiceps,Limonium,gougetianum
wfo-0001303545,variety,minus,Limonium,commune
wfo-0001303992,variety,minor,Statice,armeria
wfo-0001304142,variety,typica,Statice,gmelini
wfo-0001303458,variety,obtusifolium,Limonium,acutifolium
wfo-0001304339,variety,genuina,Statice,psiloclada
wfo-0001303146,variety,pungens,Acantholimon,roseum
wfo-0001304387,variety,subglabra,Statice,sinuata
wfo-0001303653,variety,paui,Limonium,insigne
wfo-0001304427,variety,trigonoides,Statice,tatarica
wfo-0001304162,variety,cymulifera,Statice,gummifera
wfo-0001304302,variety,reniformis,Statice,perfoliata
wfo-0001303725,variety,procerum,Limonium,occidentale
wfo-0001304228,variety,davaei,Statice,littoralis
wfo-0001303256,variety,hirta,Armeria,hirta
wfo-0001304000,variety,strictissima,Statice,articulata
wfo-0001304296,variety,pyramidata,Statice,ovalifolia
wfo-0001304087,variety,humile,Statice,dodartii
wfo-0001304229,variety,cuspidata,Statice,longearistata
wfo-0001304129,variety,glauca,Statice,globulariifolia
wfo-0001303193,variety,alba,Armeria,alpina
wfo-0001303847,variety,subglabrum,Limonium,sinuatum
wfo-0001303085,variety,platyphyllum,Acantholimon,bromifolium
wfo-0001303396,variety,palatina,Armeria,vulgaris
wfo-0001303421,variety,crispum,Goniolimon,speciosum
wfo-0001303406,variety,feei,Ceratolimon,feei
wfo-0001303359,variety,hirta,Armeria,pubigera
wfo-0001304400,variety,genuina,Statice,speciosa
wfo-0001303989,variety,hortensis,Statice,armeria
wfo-0001303081,variety,bromifolium,Acantholimon,bromifolium
wfo-0001304428,variety,typica,Statice,tatarica
wfo-0001303045,variety,plantaginea,Armeria,alliacea
wfo-0001304011,variety,tripeaui,Statice,beaumieriana
wfo-0001304310,variety,atlantica,Statice,plantaginea
wfo-0001304040,variety,pumila,Statice,caroliniana
wfo-0001303849,variety,typicum,Limonium,sinuatum
wfo-0001304191,variety,alba,Statice,latifolia
wfo-0001304432,variety,pygmaea,Statice,tineoi
wfo-0001304221,variety,brachyphylla,Statice,linifolia
wfo-0001303931,variety,micrantha,Plumbagella,micrantha
wfo-0001303594,variety,robustior,Limonium,duriusculum
wfo-0001303395,variety,nana,Armeria,vulgaris
wfo-0001303627,variety,stenotatum,Limonium,graecum
wfo-0001303080,variety,intermedium,Acantholimon,bracteatum
wfo-0001304425,variety,angustifolium,Statice,tatarica
wfo-0001304264,variety,inarimensis,Statice,minuta
wfo-0001303767,variety,paramedium,Limonium,procerum
wfo-0001303229,variety,splendens,Armeria,cephalotes
wfo-0001303144,variety,erinaceum,Acantholimon,roseum
wfo-0001303743,variety,callibotryum,Limonium,papillatum
wfo-0001304347,variety,longifolia,Statice,purpurata
wfo-0001303949,variety,densiflora,Plumbago,scandens
wfo-0001304218,variety,typica,Statice,limonium
wfo-0001303115,variety,virens,Acantholimon,hohenackeri
wfo-0001304314,variety,djurdjurae,Statice,plantaginea
wfo-0001303947,variety,coccinea,Plumbago,rosea
wfo-0001303100,variety,laxiflora,Acantholimon,festucaceum
wfo-0001303434,variety,laxiflorum,Goniolimon,tataricum
wfo-0001304210,variety,behen,Statice,limonium
wfo-0001303300,variety,majellensis,Armeria,maritima
wfo-0001303328,variety,splendens,Armeria,plantaginea
wfo-0001303194,variety,seticeps,Armeria,alpina
wfo-0001303068,variety,androsaceum,Acantholimon,androsaceum
wfo-0001304030,variety,macroptera,Statice,brassicifolia
wfo-0001303616,variety,meyeri,Limonium,gmelini
wfo-0001304444,variety,langeana,Statice,vulgaris
wfo-0001303323,variety,alba,Armeria,plantaginea
wfo-0001303599,variety,eriocalyx,Limonium,erythrorrhizum
wfo-0001303164,variety,creticum,Acantholimon,ulicinum
wfo-0001303486,variety,australe,Limonium,australe
wfo-0001304321,variety,rosea,Statice,plantaginea
wfo-0001303065,variety,puberulum,Acantholimon,alatavicum
wfo-0001303255,variety,tingitana,Armeria,hirta
wfo-0001304421,variety,leptophylla,Statice,suffruticosa
wfo-0001303745,variety,mutabile,Limonium,paradoxum
wfo-0001304209,variety,alba,Statice,limonium
wfo-0001303482,variety,aureum,Limonium,aureum
wfo-0001303727,variety,bellidifolium,Limonium,ocymifolium
wfo-0001303248,variety,bourgaei,Armeria,filicaulis
wfo-0001303794,variety,portlandicum,Limonium,recurvum
wfo-0001304294,variety,normalis,Statice,ovalifolia
wfo-0001303995,variety,rubra,Statice,armeria
wfo-0001303710,variety,pseudebusitanum,Limonium,minutum
wfo-0001304345,variety,bourgaei,Statice,puberula
wfo-0001304342,variety,intermedia,Statice,psiloclada
wfo-0001304440,variety,minuta,Statice,virgata
wfo-0001303493,variety,leucocalyx,Limonium,beaumierianum
wfo-0001303079,variety,bracteatum,Acantholimon,bracteatum
wfo-0001303988,variety,grandiflora,Statice,armeria
wfo-0001304178,variety,hybrida,Statice,incana
wfo-0001303302,variety,scotica,Armeria,maritima
wfo-0001304337,variety,albida,Statice,psiloclada
wfo-0001304447,variety,berlengensis,Statice,welwitschii
wfo-0001303422,variety,genuinum,Goniolimon,speciosum
wfo-0001303120,variety,straussii,Acantholimon,incomptum
wfo-0001303869,variety,flore-albo,Limonium,superbum
wfo-0001303993,variety,mixta,Statice,armeria
wfo-0001303600,variety,album,Limonium,eximum
wfo-0001304448,variety,cinerea,Statice,welwitschii
wfo-0001303379,variety,capitella,Armeria,undulata
wfo-0001303713,variety,coloratum,Limonium,mouretii
wfo-0001303499,variety,prostratum,Limonium,bellidifolium
wfo-0001303394,variety,maritima,Armeria,vulgaris
wfo-0001303510,variety,humilis,Limonium,binervosum
wfo-0001304039,variety,longifolia,Statice,caroliniana
wfo-0001304049,variety,intermedia,Statice,confusa
wfo-0001304385,variety,candidissima,Statice,sinuata
wfo-0001304103,variety,flore-alba,Statice,exima
wfo-0001303547,variety,serotinum,Limonium,commune
wfo-0001304406,variety,foliis-subintegris,Statice,spicata
wfo-0001303791,variety,donegalense,Limonium,recurvum
wfo-0001304261,variety,calcarae,Statice,minuta
wfo-0001304289,variety,baleariea,Statice,ovalifolia
wfo-0001303438,variety,latifolia,Ikonnikovia,kaufmanniana
wfo-0001304335,variety,rubra,Statice,pseudoarmeria
wfo-0001303765,variety,hibernicum,Limonium,procerum
wfo-0001303299,variety,macropoda,Armeria,maritima
wfo-0001303429,variety,angustifolium,Goniolimon,tataricum
wfo-0001303991,variety,maritima,Statice,armeria
wfo-0001303709,variety,microphyllum,Limonium,minutum
wfo-0001303951,variety,normalis,Plumbago,scandens
wfo-0001303957,variety,rosea,Plumbago,zeylanica
wfo-0001304453,variety,socotrana,Vogelia,indica
wfo-0001304031,variety,typica,Statice,brassicifolia
wfo-0001303084,variety,lolioides,Acantholimon,bromifolium
wfo-0001303142,variety,quinquelobum,Acantholimon,quinquelobum
wfo-0001303568,variety,uniflorum,Limonium,cymuliferum
wfo-0001303392,variety,elongata,Armeria,vulgaris
wfo-0001303986,variety,caudiculata,Statice,armeria
wfo-0001303227,variety,grandiflora,Armeria,cephalotes
wfo-0001303159,variety,taschkurganicum,Acantholimon,taschkurganicum
wfo-0001304055,variety,genuina,Statice,cordata
wfo-0001303232,variety,genuina,Armeria,chilensis
wfo-0001304396,variety,emarginata,Statice,spathulata
wfo-0001303326,variety,rosea,Armeria,plantaginea
wfo-0001303836,variety,spinulosum,Limonium,sinense
wfo-0001304247,variety,elongata,Statice,maritima
wfo-0001304140,variety,laxiflora,Statice,gmelini
wfo-0001303512,variety,sercquense,Limonium,binervosum
wfo-0001303798,variety,redivivum,Limonium,redivivum
wfo-0001303160,variety,escaposum,Acantholimon,taschkurganicum
wfo-0001304105,variety,alba,Statice,eximum
wfo-0001304430,variety,gracilis,Statice,tineoi
wfo-0001303109,variety,halophilum,Acantholimon,halophilum
wfo-0001303793,variety,kerryense,Limonium,recurvum
wfo-0001303566,variety,corymbulosum,Limonium,cymuliferum
wfo-0001304169,variety,odorata,Statice,humilis
wfo-0001304110,variety,marizii,Statice,filicaulis
wfo-0001303354,variety,provillosa,Armeria,pseudarmeria
wfo-0001303352,variety,alboi,Armeria,pseudarmeria
wfo-0001303495,variety,violascens,Limonium,beaumierianum
wfo-0001303389,variety,alpina,Armeria,vulgaris
wfo-0001303811,variety,meyeri,Limonium,scoparium
wfo-0001303878,variety,angustifolium,Limonium,tataricum
wfo-0001304010,variety,akkensis,Statice,beaumieriana
wfo-0001303208,variety,subrinhoi,Armeria,beirana
wfo-0001304056,variety,maior,Statice,cordata
wfo-0001303524,variety,kelseyanum,Limonium,britannicum
wfo-0001303563,variety,cymuliferum,Limonium,cymuliferum
wfo-0001303749,variety,corculum,Limonium,pectinatum
wfo-0001303680,variety,laxiflorum,Limonium,lilacinum
wfo-0001304106,variety,pungens,Statice,fasciculata
wfo-0001304232,variety,atrocoerulea,Statice,macrophylla
wfo-0001303362,variety,velutina,Armeria,pungens
wfo-0001304020,variety,dodarti,Statice,binervosa
wfo-0001304035,variety,glabra,Statice,cancellata
wfo-0001304222,variety,robusta,Statice,linifolia
wfo-0001303998,variety,variegata,Statice,armeria
wfo-0001304155,variety,palmaris,Statice,graeca
wfo-0001303900,variety,zanonii,Limonium,tubiflorum
wfo-0001303561,variety,cumanum,Limonium,cumanum
wfo-0001304403,variety,multicaulis,Statice,speciosa
wfo-0001304324,variety,subcuspidata,Statice,plantaginea
wfo-0001304072,variety,subrotundifolia,Statice,delicatula
wfo-0001304032,variety,major,Statice,caesia
wfo-0001303676,variety,album,Limonium,latifolium
wfo-0001303327,variety,rubra,Armeria,plantaginea
wfo-0001304021,variety,dodarti,Statice,binervosa
wfo-0001304262,variety,cancellata,Statice,minuta
wfo-0001304138,variety,genuina,Statice,gmelini
wfo-0001304443,variety,elongata,Statice,vulgaris
wfo-0001303985,variety,arenaria,Statice,armeria
wfo-0001304291,variety,major,Statice,ovalifolia
wfo-0001303494,variety,tripeaui,Limonium,beaumierianum
wfo-0001303950,variety,erecta,Plumbago,scandens
wfo-0001304333,variety,alba,Statice,pseudoarmeria
wfo-0001304042,variety,kimmerica,Statice,caspia
wfo-0001303582,variety,typicum,Limonium,delicatulum
wfo-0001303871,variety,diegoi,Limonium,supinum
wfo-0001303795,variety,pseudoparadoxum,Limonium,recurvum
wfo-0001303086,variety,calvertii,Acantholimon,calvertii
wfo-0001304422,variety,typica,Statice,suffruticosa
wfo-0001303874,variety,album,Limonium,suworowii
wfo-0001304044,variety,urumiensis,Statice,caspia
wfo-0001304312,variety,brachylepis,Statice,plantaginea
wfo-0001303360,variety,pungens,Armeria,pungens
wfo-0001303103,variety,genistoides,Acantholimon,genistoides
wfo-0001304216,variety,puberula,Statice,limonium
wfo-0001304139,variety,grandis,Statice,gmelini
wfo-0001303296,variety,depilata,Armeria,maritima
wfo-0001303635,variety,muticum,Limonium,gummiferum
wfo-0001303714,variety,pubicalyx,Limonium,mouretii
wfo-0001303487,variety,baudinii,Limonium,australe
wfo-0001304438,variety,gracillima,Statice,virgata
wfo-0001304234,variety,thomsoni,Statice,macrorrhabdos
wfo-0001303768,variety,wessexense,Limonium,procerum
wfo-0001303087,variety,glabrum,Acantholimon,calvertii
wfo-0001303844,variety,akkense,Limonium,sinuatum
wfo-0001303521,variety,celticum,Limonium,britannicum
wfo-0001304325,variety,zaianica,Statice,plantaginea
wfo-0001303990,variety,laucheana,Statice,armeria
wfo-0001304093,variety,catalaunica,Statice,duriuscula
wfo-0001304299,variety,divaricata,Statice,pectinata
wfo-0001303424,variety,typicum,Goniolimon,speciosum
wfo-0001303254,variety,perplexans,Armeria,hirta
wfo-0001304041,variety,ramosissima,Statice,caroliniana
wfo-0001304317,variety,leucantha,Statice,plantaginea
wfo-0001303511,variety,sarniense,Limonium,binervosum
wfo-0001304249,variety,majuscula,Statice,maritima
wfo-0001304248,variety,longeana,Statice,maritima
wfo-0001303324,variety,gigantea,Armeria,plantaginea
wfo-0001304285,variety,densiflora,Statice,oleifolia
wfo-0001303536,variety,nashii,Limonium,carolinianum
wfo-0001304281,variety,bellidifolia,Statice,ocymifolia
wfo-0001303708,variety,medense,Limonium,minutum
wfo-0001303431,variety,desertorum,Goniolimon,tataricum
wfo-0001304319,variety,microcephala,Statice,plantaginea
wfo-0001303124,variety,cataonicum,Acantholimon,kotschyi
wfo-0001303423,variety,lanceolatum,Goniolimon,speciosum
wfo-0001303686,variety,corymbosum,Limonium,lychnidifolium
wfo-0001304117,variety,chamaeropicola,Statice,gaditana
wfo-0001304154,variety,hyssopifolia,Statice,graeca
wfo-0001303773,variety,hirtiflorum,Limonium,pruinosum
wfo-0001303398,variety,purpurea,Armeria,vulgaris
wfo-0001304267,variety,remotispicula,Statice,minuta
wfo-0001303707,variety,dissitiflorum,Limonium,minutum
wfo-0001303491,variety,dubium,Limonium,beaumierianum
wfo-0001303358,variety,glabrescens,Armeria,pubigera
wfo-0001303102,variety,khossrovii,Acantholimon,genistioides
wfo-0001303968,variety,apollinaris,Statice,alliacea
wfo-0001303954,variety,dawei,Plumbago,zeylanica
wfo-0001304193,variety,iranica,Statice,leptophylla
wfo-0001303061,variety,brachystachyum,Acantholimon,acerosum
wfo-0001304322,variety,rubra,Statice,plantaginea
wfo-0001303165,variety,venustum,Acantholimon,venustum
wfo-0001304384,variety,typica,Statice,sewerzowii
wfo-0001303433,variety,kluchoricum,Goniolimon,tataricum
wfo-0001303298,variety,linkii,Armeria,maritima
wfo-0001303987,variety,elongata,Statice,armeria
wfo-0001303178,variety,pubescens,Armeria,alliacea
wfo-0001303150,variety,leucacanthum,Acantholimon,scorpius
wfo-0001303792,variety,humile,Limonium,recurvum
wfo-0001303845,variety,annuum,Limonium,sinuatum
wfo-0001304131,variety,minor,Statice,globulariifolia
wfo-0001303796,variety,recurviforme,Limonium,recurvum
wfo-0001303997,variety,tenuifolia,Statice,armeria
wfo-0001303753,variety,solandri,Limonium,pectinatum
wfo-0001303955,variety,glaucescens,Plumbago,zeylanica
wfo-0001304181,variety,rossmaessleri,Statice,insigne
wfo-0001304148,variety,tomentella,Statice,gmelinii
wfo-0001304071,variety,minor,Statice,delicatula
wfo-0001303163,variety,ulicinum,Acantholimon,ulicinum
wfo-0001303965,variety,obtusifolia,Statice,acutifolia
wfo-0001303110,variety,coloratum,Acantholimon,halophilum
wfo-0001304265,variety,microphylla,Statice,minuta
wfo-0001304038,variety,cespitosa,Statice,caroliniana
wfo-0001303070,variety,latifolium,Acantholimon,androsaceum
wfo-0001304037,variety,albiflora,Statice,caroliniana
wfo-0001304118,variety,tingitana,Statice,gaditana
wfo-0001303093,variety,damassanum,Acantholimon,damassanum
wfo-0001303780,variety,longifolium,Limonium,purpuratum
wfo-0001304277,variety,duriaei,Statice,nebrodensis
wfo-0001303492,variety,glabrescens,Limonium,beaumierianum
wfo-0001303602,variety,trachycladum,Limonium,fallax
wfo-0001304061,variety,glabrescens,Statice,cumana
wfo-0001303872,variety,supinum,Limonium,supinum
wfo-0001303117,variety,breviscapum,Acantholimon,huetii
wfo-0001304094,variety,valentina,Statice,duriuscula
wfo-0001303915,variety,macroclada,Limonium,vulgare
wfo-0001304111,variety,maroccana,Statice,filicaulis
wfo-0001304004,variety,attenuata,Statice,axillaris
wfo-0001303107,variety,sahendicum,Acantholimon,glumaceum
wfo-0001303525,variety,pharense,Limonium,britannicum
wfo-0001304320,variety,minor,Statice,plantaginea
wfo-0001303082,variety,approximatum,Acantholimon,bromifolium
wfo-0001304420,variety,carnosa,Statice,suffruticosa
wfo-0001303072,variety,puberulum,Acantholimon,armenum
wfo-0001303652,variety,insigne,Limonium,insigne
wfo-0001303984,variety,alba,Statice,armeria
wfo-0001303353,variety,pauana,Armeria,pseudarmeria
wfo-0001304263,variety,cumana,Statice,minuta
wfo-0001304077,variety,lusitanica,Statice,densiflora
wfo-0001304005,variety,ellenbeckii,Statice,axillaris
wfo-0001303489,variety,akkense,Limonium,beaumierianum
wfo-0001303732,variety,majus,Limonium,oleifolium
wfo-0001304073,variety,tournefortii,Statice,delicatula
wfo-0001303894,variety,sareptanum,Limonium,tomentellum
wfo-0001304078,variety,obtusifolia,Statice,densiflora
wfo-0001304286,variety,fradiniana,Statice,oleifolia
wfo-0001303148,variety,scabrellum,Acantholimon,scabrellum
wfo-0001303149,variety,kandilum,Acantholimon,scabrellum
wfo-0001304062,variety,tenuicula,Statice,cumana
wfo-0001303437,variety,rubellum,Goniolimon,tataricum
wfo-0001304043,variety,patens,Statice,caspia
wfo-0001303601,variety,superbum,Limonium,eximum
wfo-0001303435,variety,platypterum,Goniolimon,tataricum
wfo-0001303083,variety,ilamicum,Acantholimon,bromifolium
wfo-0001304298,variety,corculum,Statice,pectinata
wfo-0001303125,variety,libanoticum,Acantholimon,kotschyi
wfo-0001303930,variety,himalaica,Plumbagella,micrantha
wfo-0001304401,variety,lanceolata,Statice,speciosa
wfo-0001303391,variety,elongata,Armeria,vulgaris
wfo-0001303222,variety,cariensis,Armeria,cariensis
wfo-0001303067,variety,typicum,Acantholimon,alatavicum
wfo-0001304449,variety,platyphylla,Statice,welwitschii
wfo-0001303356,variety,sobrinhoi,Armeria,pseudarmeria
wfo-0001303837,variety,sinuatum,Limonium,sinuatum
wfo-0001304290,variety,lanceolata,Statice,ovalifolia
wfo-0001303301,variety,scotica,Armeria,maritima
wfo-0001303764,variety,cornubiense,Limonium,procerum
wfo-0001303393,variety,marginata,Armeria,vulgaris
wfo-0001303772,variety,glabrum,Limonium,pruinosum
wfo-0001303797,variety,pilosum,Limonium,redivivum
wfo-0001303538,variety,patens,Limonium,caspium
wfo-0001303546,variety,obtusum,Limonium,commune
wfo-0001303996,variety,splendens,Statice,armeria
wfo-0001304318,variety,masguindalii,Statice,plantaginea
wfo-0001303488,variety,haitiense,Limonium,bahamense
wfo-0001304329,variety,hirtiflora,Statice,pruinosa
wfo-0001304383,variety,alatavica,Statice,sewerzowii
wfo-0001303509,variety,aurigniense,Limonium,binervosum
wfo-0001304157,variety,desertorum,Statice,graminifolia
wfo-0001304215,variety,pseudolimonium,Statice,limonium
wfo-0001304313,variety,cuspidata,Statice,plantaginea
wfo-0001303260,variety,glabra,Armeria,langeana
wfo-0001303880,variety,nanum,Limonium,tataricum
wfo-0001304369,variety,mauritii,Statice,sebkarum
wfo-0001303626,variety,palmare,Limonium,graecum
wfo-0001303399,variety,rubra,Armeria,vulgaris
wfo-0001304211,variety,genuina,Statice,limonium
wfo-0001303523,variety,grandicaule,Limonium,britannicum
wfo-0001304349,variety,pilosa,Statice,rediviva
wfo-0001303293,variety,alpina,Armeria,maritima
wfo-0001304266,variety,pubescens,Statice,minuta
wfo-0001303956,variety,oxypetala,Plumbago,zeylanica
wfo-0001304161,variety,corymbulosa,Statice,gummifera
wfo-0001303976,variety,typica,Statice,arborea
wfo-0001303914,variety,album,Limonium,vulgare
wfo-0001304220,variety,aretiifolia,Statice,linifolia
wfo-0001303303,variety,variegata,Armeria,maritima
wfo-0001303436,variety,puberulum,Goniolimon,tataricum
wfo-0001303295,variety,denticulata,Armeria,maritima
wfo-0001303062,variety,parvifolium,Acantholimon,acerosum
wfo-0001304100,variety,segobricensis,Statice,echioides
wfo-0001303634,variety,corymbulosum,Limonium,gummiferum
wfo-0001304213,variety,macroclada,Statice,limonium
wfo-0001304435,variety,zaianica,Statice,villosa
wfo-0001303259,variety,genuina,Armeria,langeana
wfo-0001304439,variety,macroclada,Statice,virgata
wfo-0001304085,variety,reticulata,Statice,dictyoclada
wfo-0001303071,variety,armenum,Acantholimon,armenum
wfo-0001304446,variety,pubigera,Statice,vulgaris
wfo-0001304431,variety,parvifolia,Statice,tineoi
wfo-0001303886,variety,microphyllum,Limonium,teretiscaposum
wfo-0001304292,variety,minor,Statice,ovalifolia
wfo-0001303994,variety,purpurea,Statice,armeria
wfo-0001304006,variety,glomerata,Statice,axillaris
wfo-0001303073,variety,typicum,Acantholimon,armenum
wfo-0001303114,variety,escaposum,Acantholimon,hellwigii
wfo-0001303297,variety,genuina,Armeria,maritima
wfo-0001303681,variety,lilacinum,Limonium,lilacinum
wfo-0001304239,prole,gaditana,Statice,major
wfo-0001304305,prole,rigida,Statice,plantaginea
wfo-0001304183,prole,eriophylla,Statice,juncea